,MDS-UPDRS Prediction target,Feature,Type,Best performing model,Best performing parcellation,R2,RMSE,AUC,PPV,NPV,Spec.,Sens.
0,Year 2,ReHo,D.2,Random Forest,BASC197,-0.109,19.45,0.562,59.5%,75.0%,16.7%,95.7%
0,Year 2,ReHo,D.2,Random Forest,BASC444,0.172,16.8,0.57,61.5%,53.3%,44.4%,69.6%
0,Year 2,ReHo,D.2,Random Forest,Schaefer,0.109,17.43,0.707,70.0%,81.8%,50.0%,91.3%
0,Year 2,ReHo,D.3,ElasticNet,/,0.379,14.55,0.707,70.0%,81.8%,50.0%,91.3%
0,Year 2,ReHo,D.3,Gradient Boosting,/,0.0,18.47,0.552,59.4%,55.6%,27.8%,82.6%
0,Year 2,ReHo,D.3,SVM,/,0.011,18.37,0.665,73.7%,59.1%,72.2%,60.9%
0,Year 2,ReHo,D.3,Random Forest,/,0.271,15.77,0.659,71.4%,60.0%,66.7%,65.2%
0,Year 2,ReHo,D.4,ElasticNet,BASC197,-0.06,19.01,0.534,57.9%,66.7%,11.1%,95.7%
0,Year 2,ReHo,D.4,ElasticNet,BASC444,-0.01,18.56,0.524,57.6%,50.0%,22.2%,82.6%
0,Year 2,ReHo,D.4,ElasticNet,Schaefer,0.159,16.94,0.496,55.9%,42.9%,16.7%,82.6%
0,Year 2,ReHo,D.4,Gradient Boosting,BASC197,-0.202,20.25,0.506,56.4%,50.0%,5.6%,95.7%
0,Year 2,ReHo,D.4,Gradient Boosting,BASC444,0.152,17.0,0.512,56.8%,50.0%,11.1%,91.3%
0,Year 2,ReHo,D.4,Gradient Boosting,Schaefer,-0.062,19.03,0.518,57.1%,50.0%,16.7%,87.0%
0,Year 2,ReHo,D.4,SVM,BASC197,-1.062,26.52,0.448,44.4%,40.6%,72.2%,17.4%
0,Year 2,ReHo,D.4,SVM,BASC444,-0.175,20.02,0.725,75.0%,70.6%,66.7%,78.3%
0,Year 2,ReHo,D.4,SVM,Schaefer,-0.776,24.61,0.594,66.7%,52.2%,66.7%,52.2%
0,Year 2,ReHo,D.4,Random Forest,BASC197,-0.074,19.13,0.568,60.0%,66.7%,22.2%,91.3%
0,Year 2,ReHo,D.4,Random Forest,BASC444,0.157,16.96,0.592,63.0%,57.1%,44.4%,73.9%
0,Year 2,ReHo,D.4,Random Forest,Schaefer,0.121,17.31,0.679,67.7%,80.0%,44.4%,91.3%
7,Year 4,fALFF,original,SVM,BASC197,0.152,14.957,0.636,64.7%,62.5%,62.5%,64.7%
0,Year 4,fALFF,Default,ElasticNet,BASC197,0.115,14.94,0.733,73.3%,73.3%,73.3%,73.3%
0,Year 4,fALFF,Default,ElasticNet,BASC444,0.351,12.8,0.8,90.9%,73.7%,93.3%,66.7%
0,Year 4,fALFF,Default,ElasticNet,Schaefer,0.397,12.33,0.733,76.9%,70.6%,80.0%,66.7%
0,Year 4,fALFF,Default,Gradient Boosting,BASC197,0.411,12.19,0.833,91.7%,77.8%,93.3%,73.3%
0,Year 4,fALFF,Default,Gradient Boosting,BASC444,-0.355,18.49,0.4,41.2%,38.5%,33.3%,46.7%
0,Year 4,fALFF,Default,Gradient Boosting,Schaefer,0.08,15.24,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,fALFF,Default,SVM,BASC197,-0.134,16.92,0.633,66.7%,61.1%,73.3%,53.3%
0,Year 4,fALFF,Default,SVM,BASC444,-0.296,18.08,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,Default,SVM,Schaefer,0.196,14.24,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,fALFF,Default,Random Forest,BASC197,0.338,12.92,0.8,84.6%,76.5%,86.7%,73.3%
0,Year 4,fALFF,Default,Random Forest,BASC444,0.01,15.8,0.433,42.9%,43.8%,46.7%,40.0%
0,Year 4,fALFF,Default,Random Forest,Schaefer,0.079,15.24,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,fALFF,A.1,ElasticNet,BASC197,0.384,15.41,0.742,78.8%,76.9%,58.8%,89.7%
0,Year 4,fALFF,A.1,ElasticNet,BASC444,0.13,18.31,0.566,66.7%,57.1%,23.5%,89.7%
0,Year 4,fALFF,A.1,ElasticNet,Schaefer,0.192,17.65,0.531,64.9%,44.4%,23.5%,82.8%
0,Year 4,fALFF,A.1,Gradient Boosting,BASC197,0.207,17.48,0.784,83.3%,75.0%,70.6%,86.2%
0,Year 4,fALFF,A.1,Gradient Boosting,BASC444,0.249,17.01,0.625,70.3%,66.7%,35.3%,89.7%
0,Year 4,fALFF,A.1,Gradient Boosting,Schaefer,0.286,16.59,0.678,75.0%,64.3%,52.9%,82.8%
0,Year 4,fALFF,A.1,SVM,BASC197,0.088,18.75,0.656,75.0%,55.6%,58.8%,72.4%
0,Year 4,fALFF,A.1,SVM,BASC444,0.023,19.4,0.639,74.1%,52.6%,58.8%,69.0%
0,Year 4,fALFF,A.1,SVM,Schaefer,0.078,18.85,0.762,84.6%,65.0%,76.5%,75.9%
0,Year 4,fALFF,A.1,Random Forest,BASC197,0.212,17.43,0.684,74.3%,72.7%,47.1%,89.7%
0,Year 4,fALFF,A.1,Random Forest,BASC444,0.134,18.27,0.608,69.4%,60.0%,35.3%,86.2%
0,Year 4,fALFF,A.1,Random Forest,Schaefer,0.251,16.99,0.73,77.1%,81.8%,52.9%,93.1%
0,Year 4,fALFF,B.1,ElasticNet,BASC197,0.164,14.52,0.567,57.1%,56.2%,60.0%,53.3%
0,Year 4,fALFF,B.1,ElasticNet,BASC444,-0.208,17.46,0.367,30.0%,40.0%,53.3%,20.0%
0,Year 4,fALFF,B.1,ElasticNet,Schaefer,0.321,13.09,0.7,71.4%,68.8%,73.3%,66.7%
0,Year 4,fALFF,B.1,Gradient Boosting,BASC197,0.164,14.52,0.8,84.6%,76.5%,86.7%,73.3%
0,Year 4,fALFF,B.1,Gradient Boosting,BASC444,-0.44,19.06,0.333,22.2%,38.1%,53.3%,13.3%
0,Year 4,fALFF,B.1,Gradient Boosting,Schaefer,-0.093,16.61,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,B.1,SVM,BASC197,-0.192,17.34,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,fALFF,B.1,SVM,BASC444,-0.285,18.01,0.5,50.0%,50.0%,60.0%,40.0%
0,Year 4,fALFF,B.1,SVM,Schaefer,0.174,14.44,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,fALFF,B.1,Random Forest,BASC197,0.318,13.12,0.833,85.7%,81.2%,86.7%,80.0%
0,Year 4,fALFF,B.1,Random Forest,BASC444,-0.244,17.72,0.433,44.4%,41.7%,33.3%,53.3%
0,Year 4,fALFF,B.1,Random Forest,Schaefer,0.048,15.5,0.5,50.0%,50.0%,66.7%,33.3%
0,Year 4,fALFF,B.2,ElasticNet,BASC197,0.112,14.97,0.567,60.0%,55.0%,73.3%,40.0%
0,Year 4,fALFF,B.2,ElasticNet,BASC444,-0.323,18.27,0.3,12.5%,36.4%,53.3%,6.7%
0,Year 4,fALFF,B.2,ElasticNet,Schaefer,-0.128,16.87,0.433,41.7%,44.4%,53.3%,33.3%
0,Year 4,fALFF,B.2,Gradient Boosting,BASC197,-0.079,16.5,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,fALFF,B.2,Gradient Boosting,BASC444,-0.306,18.15,0.333,27.3%,36.8%,46.7%,20.0%
0,Year 4,fALFF,B.2,Gradient Boosting,Schaefer,-0.204,17.43,0.433,42.9%,43.8%,46.7%,40.0%
0,Year 4,fALFF,B.2,SVM,BASC197,-0.317,18.23,0.533,53.3%,53.3%,53.3%,53.3%
0,Year 4,fALFF,B.2,SVM,BASC444,-0.349,18.45,0.5,50.0%,50.0%,66.7%,33.3%
0,Year 4,fALFF,B.2,SVM,Schaefer,0.043,15.54,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,fALFF,B.2,Random Forest,BASC197,-0.041,16.21,0.567,56.2%,57.1%,53.3%,60.0%
0,Year 4,fALFF,B.2,Random Forest,BASC444,-0.246,17.73,0.4,38.5%,41.2%,46.7%,33.3%
0,Year 4,fALFF,B.2,Random Forest,Schaefer,0.039,15.57,0.533,52.9%,53.8%,46.7%,60.0%
0,Year 4,fALFF,B.3,ElasticNet,BASC197,0.197,14.23,0.767,78.6%,75.0%,80.0%,73.3%
0,Year 4,fALFF,B.3,ElasticNet,BASC444,0.052,15.46,0.6,60.0%,60.0%,60.0%,60.0%
0,Year 4,fALFF,B.3,ElasticNet,Schaefer,0.308,13.22,0.8,84.6%,76.5%,86.7%,73.3%
0,Year 4,fALFF,B.3,Gradient Boosting,BASC197,-0.052,16.29,0.5,50.0%,50.0%,53.3%,46.7%
0,Year 4,fALFF,B.3,Gradient Boosting,BASC444,-0.043,16.22,0.567,60.0%,55.0%,73.3%,40.0%
0,Year 4,fALFF,B.3,Gradient Boosting,Schaefer,0.112,14.96,0.567,62.5%,54.5%,80.0%,33.3%
0,Year 4,fALFF,B.3,SVM,BASC197,-0.11,16.73,0.733,76.9%,70.6%,80.0%,66.7%
0,Year 4,fALFF,B.3,SVM,BASC444,-0.416,18.9,0.533,54.5%,52.6%,66.7%,40.0%
0,Year 4,fALFF,B.3,SVM,Schaefer,0.004,15.85,0.733,88.9%,66.7%,93.3%,53.3%
0,Year 4,fALFF,B.3,Random Forest,BASC197,-0.059,16.35,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,fALFF,B.3,Random Forest,BASC444,-0.05,16.27,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,fALFF,B.3,Random Forest,Schaefer,0.062,15.39,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,fALFF,C.1,ElasticNet,BASC197,0.184,14.35,0.733,81.8%,68.4%,86.7%,60.0%
0,Year 4,fALFF,C.1,ElasticNet,BASC444,0.306,13.23,0.7,80.0%,65.0%,86.7%,53.3%
0,Year 4,fALFF,C.1,ElasticNet,Schaefer,0.109,15.0,0.667,66.7%,66.7%,66.7%,66.7%
0,Year 4,fALFF,C.1,Gradient Boosting,BASC197,0.168,14.49,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,fALFF,C.1,Gradient Boosting,BASC444,-0.113,16.76,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,C.1,Gradient Boosting,Schaefer,0.017,15.75,0.567,60.0%,55.0%,73.3%,40.0%
0,Year 4,fALFF,C.1,SVM,BASC197,-0.051,16.28,0.7,75.0%,66.7%,80.0%,60.0%
0,Year 4,fALFF,C.1,SVM,BASC444,-0.097,16.64,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,fALFF,C.1,SVM,Schaefer,0.29,13.38,0.733,76.9%,70.6%,80.0%,66.7%
0,Year 4,fALFF,C.1,Random Forest,BASC197,0.178,14.4,0.633,70.0%,60.0%,80.0%,46.7%
0,Year 4,fALFF,C.1,Random Forest,BASC444,-0.028,16.11,0.433,40.0%,45.0%,60.0%,26.7%
0,Year 4,fALFF,C.1,Random Forest,Schaefer,-0.023,16.06,0.5,50.0%,50.0%,66.7%,33.3%
0,Year 4,fALFF,C.2,ElasticNet,BASC197,-0.163,17.13,0.5,50.0%,50.0%,66.7%,33.3%
0,Year 4,fALFF,C.2,ElasticNet,BASC444,-0.169,17.17,0.5,50.0%,50.0%,66.7%,33.3%
0,Year 4,fALFF,C.2,ElasticNet,Schaefer,-0.151,17.04,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,fALFF,C.2,Gradient Boosting,BASC197,-0.435,19.03,0.467,46.2%,47.1%,53.3%,40.0%
0,Year 4,fALFF,C.2,Gradient Boosting,BASC444,-0.267,17.88,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,fALFF,C.2,Gradient Boosting,Schaefer,-0.24,17.69,0.433,41.7%,44.4%,53.3%,33.3%
0,Year 4,fALFF,C.2,SVM,BASC197,-0.443,19.08,0.567,57.1%,56.2%,60.0%,53.3%
0,Year 4,fALFF,C.2,SVM,BASC444,-0.466,19.24,0.467,46.2%,47.1%,53.3%,40.0%
0,Year 4,fALFF,C.2,SVM,Schaefer,-0.293,18.06,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,fALFF,C.2,Random Forest,BASC197,-0.027,16.1,0.567,57.1%,56.2%,60.0%,53.3%
0,Year 4,fALFF,C.2,Random Forest,BASC444,-0.061,16.36,0.567,60.0%,55.0%,73.3%,40.0%
0,Year 4,fALFF,C.2,Random Forest,Schaefer,-0.085,16.54,0.5,50.0%,50.0%,60.0%,40.0%
0,Year 4,fALFF,D.1,ElasticNet,BASC197,-0.109,16.73,0.567,60.0%,55.0%,73.3%,40.0%
0,Year 4,fALFF,D.1,ElasticNet,BASC444,0.196,14.24,0.733,76.9%,70.6%,80.0%,66.7%
0,Year 4,fALFF,D.1,ElasticNet,Schaefer,0.308,13.21,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,fALFF,D.1,Gradient Boosting,BASC197,0.233,13.91,0.767,78.6%,75.0%,80.0%,73.3%
0,Year 4,fALFF,D.1,Gradient Boosting,BASC444,-0.118,16.79,0.467,46.2%,47.1%,53.3%,40.0%
0,Year 4,fALFF,D.1,Gradient Boosting,Schaefer,-0.006,15.93,0.533,54.5%,52.6%,66.7%,40.0%
0,Year 4,fALFF,D.1,SVM,BASC197,-0.144,16.99,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,fALFF,D.1,SVM,BASC444,-0.242,17.7,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,D.1,SVM,Schaefer,0.169,14.48,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,fALFF,D.1,Random Forest,BASC197,0.329,13.01,0.767,78.6%,75.0%,80.0%,73.3%
0,Year 4,fALFF,D.1,Random Forest,BASC444,-0.016,16.01,0.467,46.7%,46.7%,46.7%,46.7%
0,Year 4,fALFF,D.1,Random Forest,Schaefer,0.037,15.59,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,fALFF,D.2,ElasticNet,BASC197,-0.168,17.16,0.533,55.6%,52.4%,73.3%,33.3%
0,Year 4,fALFF,D.2,ElasticNet,BASC444,-0.159,17.1,0.4,36.4%,42.1%,53.3%,26.7%
0,Year 4,fALFF,D.2,ElasticNet,Schaefer,0.237,13.88,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,fALFF,D.2,Gradient Boosting,BASC197,0.145,14.69,0.8,80.0%,80.0%,80.0%,80.0%
0,Year 4,fALFF,D.2,Gradient Boosting,BASC444,-0.263,17.85,0.467,46.2%,47.1%,53.3%,40.0%
0,Year 4,fALFF,D.2,Gradient Boosting,Schaefer,-0.152,17.05,0.6,63.6%,57.9%,73.3%,46.7%
0,Year 4,fALFF,D.2,SVM,BASC197,-0.247,17.73,0.567,57.1%,56.2%,60.0%,53.3%
0,Year 4,fALFF,D.2,SVM,BASC444,-0.29,18.04,0.5,50.0%,50.0%,53.3%,46.7%
0,Year 4,fALFF,D.2,SVM,Schaefer,0.119,14.91,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,D.2,Random Forest,BASC197,0.329,13.01,0.8,80.0%,80.0%,80.0%,80.0%
0,Year 4,fALFF,D.2,Random Forest,BASC444,-0.08,16.51,0.433,42.9%,43.8%,46.7%,40.0%
0,Year 4,fALFF,D.2,Random Forest,Schaefer,0.024,15.7,0.6,60.0%,60.0%,60.0%,60.0%
0,Year 4,fALFF,D.3,ElasticNet,/,-0.001,15.89,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,fALFF,D.3,Gradient Boosting,/,0.43,12.0,0.733,88.9%,66.7%,93.3%,53.3%
0,Year 4,fALFF,D.3,SVM,/,-0.355,18.49,0.633,75.0%,59.1%,86.7%,40.0%
0,Year 4,fALFF,D.3,Random Forest,/,0.223,14.0,0.633,70.0%,60.0%,80.0%,46.7%
0,Year 4,fALFF,D.4,ElasticNet,BASC197,-0.133,16.91,0.533,55.6%,52.4%,73.3%,33.3%
0,Year 4,fALFF,D.4,ElasticNet,BASC444,-0.043,16.22,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,D.4,ElasticNet,Schaefer,0.129,14.82,0.633,62.5%,64.3%,60.0%,66.7%
0,Year 4,fALFF,D.4,Gradient Boosting,BASC197,0.189,14.31,0.8,80.0%,80.0%,80.0%,80.0%
0,Year 4,fALFF,D.4,Gradient Boosting,BASC444,-0.207,17.45,0.5,50.0%,50.0%,53.3%,46.7%
0,Year 4,fALFF,D.4,Gradient Boosting,Schaefer,-0.151,17.04,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,D.4,SVM,BASC197,-0.316,18.22,0.5,50.0%,50.0%,53.3%,46.7%
0,Year 4,fALFF,D.4,SVM,BASC444,-0.308,18.17,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,fALFF,D.4,SVM,Schaefer,0.22,14.03,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,fALFF,D.4,Random Forest,BASC197,0.289,13.4,0.767,75.0%,78.6%,73.3%,80.0%
0,Year 4,fALFF,D.4,Random Forest,BASC444,-0.04,16.2,0.467,47.1%,46.2%,40.0%,53.3%
0,Year 4,fALFF,D.4,Random Forest,Schaefer,0.013,15.78,0.633,64.3%,62.5%,66.7%,60.0%
6,Year 4,ReHo,original,SVM,BASC197,0.255,14.015,0.699,73.3%,66.7%,75.0%,64.7%
0,Year 4,ReHo,Default,ElasticNet,BASC197,0.09,15.15,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,ReHo,Default,ElasticNet,BASC444,-0.175,17.22,0.433,37.5%,45.5%,66.7%,20.0%
0,Year 4,ReHo,Default,ElasticNet,Schaefer,0.072,15.3,0.7,80.0%,65.0%,86.7%,53.3%
0,Year 4,ReHo,Default,Gradient Boosting,BASC197,0.312,13.18,0.667,72.7%,63.2%,80.0%,53.3%
0,Year 4,ReHo,Default,Gradient Boosting,BASC444,0.041,15.56,0.567,57.1%,56.2%,60.0%,53.3%
0,Year 4,ReHo,Default,Gradient Boosting,Schaefer,-0.017,16.02,0.7,75.0%,66.7%,80.0%,60.0%
0,Year 4,ReHo,Default,SVM,BASC197,-0.23,17.62,0.6,63.6%,57.9%,73.3%,46.7%
0,Year 4,ReHo,Default,SVM,BASC444,-0.139,16.96,0.633,66.7%,61.1%,73.3%,53.3%
0,Year 4,ReHo,Default,SVM,Schaefer,-0.12,16.81,0.6,63.6%,57.9%,73.3%,46.7%
0,Year 4,ReHo,Default,Random Forest,BASC197,0.02,15.73,0.667,72.7%,63.2%,80.0%,53.3%
0,Year 4,ReHo,Default,Random Forest,BASC444,0.0,15.88,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,ReHo,Default,Random Forest,Schaefer,-0.007,15.94,0.567,60.0%,55.0%,73.3%,40.0%
0,Year 4,ReHo,A.1,ElasticNet,BASC197,0.441,14.67,0.767,82.8%,70.6%,70.6%,82.8%
0,Year 4,ReHo,A.1,ElasticNet,BASC444,0.248,17.03,0.531,64.9%,44.4%,23.5%,82.8%
0,Year 4,ReHo,A.1,ElasticNet,Schaefer,0.29,16.55,0.632,71.9%,57.1%,47.1%,79.3%
0,Year 4,ReHo,A.1,Gradient Boosting,BASC197,0.145,18.15,0.691,76.7%,62.5%,58.8%,79.3%
0,Year 4,ReHo,A.1,Gradient Boosting,BASC444,0.072,18.91,0.585,68.8%,50.0%,41.2%,75.9%
0,Year 4,ReHo,A.1,Gradient Boosting,Schaefer,0.37,15.58,0.72,79.3%,64.7%,64.7%,79.3%
0,Year 4,ReHo,A.1,SVM,BASC197,-0.196,21.47,0.622,73.1%,50.0%,58.8%,65.5%
0,Year 4,ReHo,A.1,SVM,BASC444,-0.172,21.25,0.563,67.9%,44.4%,47.1%,65.5%
0,Year 4,ReHo,A.1,SVM,Schaefer,-0.031,19.93,0.668,76.9%,55.0%,64.7%,69.0%
0,Year 4,ReHo,A.1,Random Forest,BASC197,0.226,17.27,0.568,67.7%,46.7%,41.2%,72.4%
0,Year 4,ReHo,A.1,Random Forest,BASC444,0.178,17.8,0.561,66.7%,50.0%,29.4%,82.8%
0,Year 4,ReHo,A.1,Random Forest,Schaefer,0.306,16.35,0.703,78.6%,61.1%,64.7%,75.9%
0,Year 4,ReHo,B.1,ElasticNet,BASC197,0.037,15.59,0.533,54.5%,52.6%,66.7%,40.0%
0,Year 4,ReHo,B.1,ElasticNet,BASC444,-0.07,16.43,0.433,40.0%,45.0%,60.0%,26.7%
0,Year 4,ReHo,B.1,ElasticNet,Schaefer,-0.028,16.11,0.633,70.0%,60.0%,80.0%,46.7%
0,Year 4,ReHo,B.1,Gradient Boosting,BASC197,0.071,15.31,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,ReHo,B.1,Gradient Boosting,BASC444,0.073,15.29,0.567,56.2%,57.1%,53.3%,60.0%
0,Year 4,ReHo,B.1,Gradient Boosting,Schaefer,0.22,14.03,0.667,66.7%,66.7%,66.7%,66.7%
0,Year 4,ReHo,B.1,SVM,BASC197,-0.251,17.77,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,B.1,SVM,BASC444,-0.151,17.04,0.6,63.6%,57.9%,73.3%,46.7%
0,Year 4,ReHo,B.1,SVM,Schaefer,-0.085,16.54,0.633,66.7%,61.1%,73.3%,53.3%
0,Year 4,ReHo,B.1,Random Forest,BASC197,-0.055,16.31,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,ReHo,B.1,Random Forest,BASC444,0.021,15.71,0.6,60.0%,60.0%,60.0%,60.0%
0,Year 4,ReHo,B.1,Random Forest,Schaefer,-0.012,15.98,0.6,61.5%,58.8%,66.7%,53.3%
0,Year 4,ReHo,B.2,ElasticNet,BASC197,-0.182,17.27,0.4,36.4%,42.1%,53.3%,26.7%
0,Year 4,ReHo,B.2,ElasticNet,BASC444,-0.228,17.6,0.367,25.0%,40.9%,60.0%,13.3%
0,Year 4,ReHo,B.2,ElasticNet,Schaefer,-0.112,16.75,0.567,60.0%,55.0%,73.3%,40.0%
0,Year 4,ReHo,B.2,Gradient Boosting,BASC197,0.167,14.5,0.7,68.8%,71.4%,66.7%,73.3%
0,Year 4,ReHo,B.2,Gradient Boosting,BASC444,-0.599,20.08,0.267,18.2%,31.6%,40.0%,13.3%
0,Year 4,ReHo,B.2,Gradient Boosting,Schaefer,0.236,13.88,0.6,60.0%,60.0%,60.0%,60.0%
0,Year 4,ReHo,B.2,SVM,BASC197,-0.423,18.95,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,B.2,SVM,BASC444,-0.251,17.76,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,B.2,SVM,Schaefer,-0.164,17.14,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,ReHo,B.2,Random Forest,BASC197,-0.035,16.16,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,B.2,Random Forest,BASC444,-0.039,16.19,0.433,41.7%,44.4%,53.3%,33.3%
0,Year 4,ReHo,B.2,Random Forest,Schaefer,-0.064,16.38,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,B.3,ElasticNet,BASC197,0.078,15.25,0.6,60.0%,60.0%,60.0%,60.0%
0,Year 4,ReHo,B.3,ElasticNet,BASC444,-0.086,16.55,0.4,38.5%,41.2%,46.7%,33.3%
0,Year 4,ReHo,B.3,ElasticNet,Schaefer,0.125,14.86,0.733,76.9%,70.6%,80.0%,66.7%
0,Year 4,ReHo,B.3,Gradient Boosting,BASC197,-0.166,17.15,0.467,44.4%,47.6%,66.7%,26.7%
0,Year 4,ReHo,B.3,Gradient Boosting,BASC444,-0.144,16.99,0.433,41.7%,44.4%,53.3%,33.3%
0,Year 4,ReHo,B.3,Gradient Boosting,Schaefer,0.513,11.09,0.767,78.6%,75.0%,80.0%,73.3%
0,Year 4,ReHo,B.3,SVM,BASC197,-0.019,16.04,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,ReHo,B.3,SVM,BASC444,-0.109,16.73,0.533,53.3%,53.3%,53.3%,53.3%
0,Year 4,ReHo,B.3,SVM,Schaefer,-0.157,17.09,0.733,73.3%,73.3%,73.3%,73.3%
0,Year 4,ReHo,B.3,Random Forest,BASC197,-0.018,16.02,0.533,54.5%,52.6%,66.7%,40.0%
0,Year 4,ReHo,B.3,Random Forest,BASC444,-0.06,16.36,0.533,53.8%,52.9%,60.0%,46.7%
0,Year 4,ReHo,B.3,Random Forest,Schaefer,0.26,13.67,0.667,85.7%,60.9%,93.3%,40.0%
0,Year 4,ReHo,C.1,ElasticNet,BASC197,-0.042,16.22,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,C.1,ElasticNet,BASC444,-0.101,16.67,0.467,42.9%,47.8%,73.3%,20.0%
0,Year 4,ReHo,C.1,ElasticNet,Schaefer,-0.137,16.93,0.733,76.9%,70.6%,80.0%,66.7%
0,Year 4,ReHo,C.1,Gradient Boosting,BASC197,-0.019,16.03,0.7,75.0%,66.7%,80.0%,60.0%
0,Year 4,ReHo,C.1,Gradient Boosting,BASC444,-0.067,16.41,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,C.1,Gradient Boosting,Schaefer,-0.168,17.17,0.467,44.4%,47.6%,66.7%,26.7%
0,Year 4,ReHo,C.1,SVM,BASC197,-0.19,17.33,0.633,70.0%,60.0%,80.0%,46.7%
0,Year 4,ReHo,C.1,SVM,BASC444,-0.146,17.01,0.533,54.5%,52.6%,66.7%,40.0%
0,Year 4,ReHo,C.1,SVM,Schaefer,-0.206,17.44,0.6,63.6%,57.9%,73.3%,46.7%
0,Year 4,ReHo,C.1,Random Forest,BASC197,0.048,15.5,0.5,50.0%,50.0%,60.0%,40.0%
0,Year 4,ReHo,C.1,Random Forest,BASC444,0.021,15.72,0.467,45.5%,47.4%,60.0%,33.3%
0,Year 4,ReHo,C.1,Random Forest,Schaefer,-0.019,16.03,0.467,44.4%,47.6%,66.7%,26.7%
0,Year 4,ReHo,D.1,ElasticNet,BASC197,-0.012,15.98,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,D.1,ElasticNet,BASC444,-0.141,16.96,0.5,50.0%,50.0%,73.3%,26.7%
0,Year 4,ReHo,D.1,ElasticNet,Schaefer,0.102,15.05,0.667,77.8%,61.9%,86.7%,46.7%
0,Year 4,ReHo,D.1,Gradient Boosting,BASC197,0.204,14.17,0.567,58.3%,55.6%,66.7%,46.7%
0,Year 4,ReHo,D.1,Gradient Boosting,BASC444,-0.024,16.07,0.533,53.3%,53.3%,53.3%,53.3%
0,Year 4,ReHo,D.1,Gradient Boosting,Schaefer,0.009,15.81,0.667,69.2%,64.7%,73.3%,60.0%
0,Year 4,ReHo,D.1,SVM,BASC197,-0.207,17.45,0.633,66.7%,61.1%,73.3%,53.3%
0,Year 4,ReHo,D.1,SVM,BASC444,-0.145,17.0,0.633,66.7%,61.1%,73.3%,53.3%
0,Year 4,ReHo,D.1,SVM,Schaefer,-0.057,16.33,0.667,72.7%,63.2%,80.0%,53.3%
0,Year 4,ReHo,D.1,Random Forest,BASC197,0.059,15.4,0.667,66.7%,66.7%,66.7%,66.7%
0,Year 4,ReHo,D.1,Random Forest,BASC444,0.048,15.5,0.633,64.3%,62.5%,66.7%,60.0%
0,Year 4,ReHo,D.1,Random Forest,Schaefer,0.033,15.62,0.633,66.7%,61.1%,73.3%,53.3%
0,Year 4,ReHo,D.2,ElasticNet,BASC197,-0.196,17.37,0.4,28.6%,43.5%,66.7%,13.3%
0,Year 4,ReHo,D.2,ElasticNet,BASC444,-0.115,16.77,0.5,50.0%,50.0%,73.3%,26.7%
